title,rating,rating_count
Ran (1985),4.114040870138431,1517
"Boot, Das (Boat, The) (1981)",4.111457251644167,2889
"Sting, The (1973)",4.11123886174188,3479
"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",4.110973936899863,3645
Once Upon a Time in the West (C'era una volta il West) (1968),4.108654453569172,1583
On the Waterfront (1954),4.10858189429618,1911
Modern Times (1936),4.1049808429118775,1305
Spirited Away (Sen to Chihiro no kamikakushi) (2001),4.101071181755356,2894
Wallace & Gromit: The Wrong Trousers (1993),4.100847457627118,2950
"Manchurian Candidate, The (1962)",4.100040749796251,2454
It Happened One Night (1934),4.099697885196375,1324
"Lord of the Rings: The Two Towers, The (2002)",4.098689002184996,5492
Fargo (1996),4.097557029606859,6181
"Princess Bride, The (1987)",4.095039792707755,5403
My Neighbor Totoro (Tonari no Totoro) (1988),4.093939393939394,1320
Notorious (1946),4.091049382716049,1620
Strangers on a Train (1951),4.090309633027523,1744
Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),4.089527027027027,1184
Vertigo (1958),4.08927599346761,3674
His Girl Friday (1940),4.088076923076923,1300
"Hustler, The (1961)",4.084924292297564,1519
Blade Runner (1982),4.083640189374013,5703
"Bridge on the River Kwai, The (1957)",4.083169291338582,3048
"Great Escape, The (1963)",4.08256093374528,2913
Apocalypse Now (1979),4.082088084939048,5086
"Battle of Algiers, The (La battaglia di Algeri) (1966)",4.079922027290448,513
Eternal Sunshine of the Spotless Mind (2004),4.078487703976098,4351
Psycho (1960),4.078415015641293,4795
Raise the Red Lantern (Da hong deng long gao gao gua) (1991),4.0781071835803875,877
Grand Illusion (La grande illusion) (1937),4.076470588235294,680
Wallace & Gromit: A Close Shave (1995),4.075757575757576,2442
Jean de Florette (1986),4.07531865585168,863
Inception (2010),4.071217244294167,2366
Wild Strawberries (Smultronstället) (1957),4.070621468926554,708
"Thin Blue Line, The (1988)",4.069473684210526,950
"Philadelphia Story, The (1940)",4.068996415770609,1674
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),4.066597294484912,4805
L.A. Confidential (1997),4.062997224791859,5405
Cool Hand Luke (1967),4.062129144851658,2865
Stalag 17 (1953),4.061125769569041,1137
"Best Years of Our Lives, The (1946)",4.058299039780521,729
Seven (a.k.a. Se7en) (1995),4.058189655172414,6032
Throne of Blood (Kumonosu jô) (1957),4.057,500
Taxi Driver (1976),4.054959209961357,4658
Inherit the Wind (1960),4.054802955665025,812
Reservoir Dogs (1992),4.053181900126194,5547
Manon of the Spring (Manon des sources) (1986),4.048996458087367,847
American History X (1998),4.048884514435696,4572
Singin' in the Rain (1952),4.047085201793722,2676
Shadow of a Doubt (1943),4.046600877192983,912
Cinema Paradiso (Nuovo cinema Paradiso) (1989),4.04642166344294,2068
"400 Blows, The (Les quatre cents coups) (1959)",4.044871794871795,1014
"Killing, The (1956)",4.0420819490586934,903
Rebecca (1940),4.042046936114732,1534
Mr. Smith Goes to Washington (1939),4.041574279379158,1804
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",4.040902679830747,1418
"Gold Rush, The (1925)",4.04,900
Matewan (1987),4.039962825278811,538
Duck Soup (1933),4.03983101991551,1657
Some Like It Hot (1959),4.0395236451501555,2897
Alien (1979),4.038044385115969,5993
Amadeus (1984),4.037107198573657,4487
When We Were Kings (1996),4.035436473638721,1157
"Night of the Hunter, The (1955)",4.035286284953395,751
"Man for All Seasons, A (1966)",4.035087719298246,798
Raging Bull (1980),4.034678226075359,2999
Intouchables (2011),4.0322299651567945,574
Tampopo (1985),4.032089552238806,670
"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",4.030075187969925,1064
Stop Making Sense (1984),4.0292249047013975,787
It's a Wonderful Life (1946),4.0246800731261425,3829
Diabolique (Les diaboliques) (1955),4.024253731343284,536
"Conversation, The (1974)",4.024227740763174,1651
"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",4.024102564102564,975
Sanjuro (Tsubaki Sanjûrô) (1962),4.023255813953488,516
Anatomy of a Murder (1959),4.021951219512195,820
WALL·E (2008),4.019091256204658,2619
All the President's Men (1976),4.016607354685647,1686
Badlands (1973),4.015902712815715,1069
"Pianist, The (2002)",4.015746638358103,2826
"Departed, The (2006)",4.015709298635354,3151
Life Is Beautiful (La Vita è bella) (1997),4.013881328252586,3674
Network (1976),4.0129457743038595,2047
"Sixth Sense, The (1999)",4.011349878934625,6608
High Noon (1952),4.010985748218527,1684
Butch Cassidy and the Sundance Kid (1969),4.010632344711808,3574
Paradise Lost: The Child Murders at Robin Hood Hills (1996),4.0065543071161045,534
"African Queen, The (1951)",4.006141045958795,2524
"Night at the Opera, A (1935)",4.006130790190736,734
Sullivan's Travels (1941),4.006060606060606,660
Creature Comforts (1989),4.0059652928416485,922
"Apartment, The (1960)",4.005428571428571,1750
"Lady Eve, The (1941)",4.005190311418685,578
Manhattan (1979),4.004445484323819,2137
Battlestar Galactica (2003),4.004069767441861,860
Three Colors: Red (Trois couleurs: Rouge) (1994),4.002083333333333,1440
"Professional, The (Le professionnel) (1981)",3.9975389663658736,1219
No Country for Old Men (2007),3.996121167343923,2707
Full Metal Jacket (1987),3.995116233639383,5119
Patton (1970),3.994414655942806,2238
Grave of the Fireflies (Hotaru no haka) (1988),3.9943473792394655,973
Annie Hall (1977),3.9939900322486075,3411
Henry V (1989),3.9915384615384615,1300
"Killing Fields, The (1984)",3.99038974906567,1873
"Streetcar Named Desire, A (1951)",3.990234375,1792
My Man Godfrey (1936),3.9865079365079366,630
Unforgiven (1992),3.986405197305101,4156
In the Heat of the Night (1967),3.9854545454545454,1375
"Downfall (Untergang, Der) (2004)",3.984108527131783,1290
Bringing Up Baby (1938),3.9824137931034485,1450
Breaker Morant (1980),3.982216142270862,731
Hotel Rwanda (2004),3.982061762034514,2202
Who's Afraid of Virginia Woolf? (1966),3.9792899408284024,1183
Roman Holiday (1953),3.978527607361963,1630
"Grapes of Wrath, The (1940)",3.9783406754772392,1362
Saving Private Ryan (1998),3.978229082047116,6155
"Graduate, The (1967)",3.977937649880096,4170
Charade (1963),3.97687456201822,1427
Blood Simple (1984),3.9766355140186915,2033
"Celebration, The (Festen) (1998)",3.9751908396946565,786
"Shining, The (1980)",3.9751225712729252,5507
"Grand Day Out with Wallace and Gromit, A (1989)",3.974133471288153,1933
"Man Who Would Be King, The (1975)",3.973076923076923,1300
"Sweet Hereafter, The (1997)",3.9729323308270676,1330
Old Boy (2003),3.972859541130386,1787
Hoop Dreams (1994),3.972332015810277,1771
You Can Count on Me (2000),3.972289156626506,1245
Aliens (1986),3.972247010530073,5603
Touching the Void (2003),3.9714285714285715,805
Django Unchained (2012),3.97141600703606,1137
Dr. Horrible's Sing-Along Blog (2008),3.9713333333333334,750
"Great Dictator, The (1940)",3.970149253731343,1273
Princess Mononoke (Mononoke-hime) (1997),3.969268095430651,2473
Dial M for Murder (1954),3.96878612716763,1730
Arsenic and Old Lace (1944),3.968228325255789,1857
"Killer, The (Die xue shuang xiong) (1989)",3.967652495378928,1082
This Is Spinal Tap (1984),3.967233616808404,3998
"Kid, The (1921)",3.9669902912621358,515
"Man Who Shot Liberty Valance, The (1962)",3.9647577092511015,908
"Pan's Labyrinth (Laberinto del fauno, El) (2006)",3.9640522875816995,2754
Laura (1944),3.9640130861504908,917
Crimes and Misdemeanors (1989),3.9636666666666667,1500
Mister Roberts (1955),3.9627659574468086,940
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),3.9625890736342044,842
"Clockwork Orange, A (1971)",3.9625612976235383,5302
"King's Speech, The (2010)",3.961512491559757,1481
"Lion in Winter, The (1968)",3.9605978260869565,736
Dog Day Afternoon (1975),3.9593859308200545,2573
Toy Story 3 (2010),3.9586693548387095,1488
"Wild Bunch, The (1969)",3.9584569732937687,1348
"Shop Around the Corner, The (1940)",3.957055214723926,652
Kagemusha (1980),3.9567219152854514,543
Sling Blade (1996),3.955675351901767,3339
Some Folks Call It a Sling Blade (1993),3.9542143600416235,961
"Vanishing, The (Spoorloos) (1988)",3.954160789844852,709
Harvey (1950),3.953723034098817,1437
Run Lola Run (Lola rennt) (1998),3.950467059980334,4068
Up (2009),3.9495996231747528,2123
Gandhi (1982),3.948186528497409,2702
Crumb (1994),3.9475833900612662,1469
Requiem for a Dream (2000),3.947405329593268,3565
Central Station (Central do Brasil) (1998),3.9466019417475726,721
"Lady Vanishes, The (1938)",3.945516458569807,881
Mildred Pierce (1945),3.944756554307116,534
Key Largo (1948),3.944153577661431,1146
8 1/2 (8½) (1963),3.944019138755981,1045
"Christmas Story, A (1983)",3.9440035273368608,3402
Young Frankenstein (1974),3.9439643885833986,3819
Interstellar (2014),3.94392523364486,535
Top Hat (1935),3.9421965317919074,692
Miller's Crossing (1990),3.940737489025461,2278
Lone Star (1996),3.940462427745665,1730
"39 Steps, The (1935)",3.9400151860288535,1317
Brazil (1985),3.936604189636163,3628
Indiana Jones and the Last Crusade (1989),3.9356540084388185,6162
Breaking Away (1979),3.935019455252918,1285
"Deer Hunter, The (1978)",3.9345939243645383,3226
Breathless (À bout de souffle) (1960),3.9336801040312093,769
"Right Stuff, The (1983)",3.9335456475583865,2355
Back to the Future (1985),3.9331679556398655,6853
Ninotchka (1939),3.9329159212880143,559
Being There (1979),3.932697266632285,1939
Glory (1989),3.932155254023351,3169
Spellbound (2002),3.93185618729097,1196
Twelve Monkeys (a.k.a. 12 Monkeys) (1995),3.9316926167754898,5973
"Wizard of Oz, The (1939)",3.931328461682593,5337
Metropolis (1927),3.929519071310116,1809
"Elephant Man, The (1980)",3.9283117932148626,2476
"Grand Budapest Hotel, The (2014)",3.9281045751633985,765
For a Few Dollars More (Per qualche dollaro in più) (1965),3.9278059785673998,1773
"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",3.92775974025974,616
Inglourious Basterds (2009),3.927684117125111,2254
"Straight Story, The (1999)",3.927004797806717,1459
Moon (2009),3.926868556701031,1552
Monty Python's Life of Brian (1979),3.9263067694944302,4668
Let the Right One In (Låt den rätte komma in) (2008),3.926059513074842,1109
Donnie Darko (2001),3.924686687160085,4229
Batman Begins (2005),3.9243436754176613,4190
Gaslight (1944),3.924124513618677,771
"Last Picture Show, The (1971)",3.924092409240924,1212
Amores Perros (Love's a Bitch) (2000),3.9240579710144927,1725
Hud (1963),3.923780487804878,656
Secrets & Lies (1996),3.9228971962616823,1284
Harold and Maude (1971),3.922181652213601,2191
Good Will Hunting (1997),3.9212157740657827,5807
Shall We Dance? (Shall We Dansu?) (1996),3.919661733615222,946
Gone Girl (2014),3.919294990723562,539
"Prestige, The (2006)",3.9188334504567814,2846
No Man's Land (2001),3.9149198520345254,811
"Searchers, The (1956)",3.914804469273743,1074
Capturing the Friedmans (2003),3.9145348837209304,860
"Incredibles, The (2004)",3.914201877934272,4260
Midnight Cowboy (1969),3.913421896472744,2183
Being John Malkovich (1999),3.913397814794913,5583
Stand by Me (1986),3.9130390767361813,4939
Exit Through the Gift Shop (2010),3.9113821138211384,615
To Catch a Thief (1955),3.911231884057971,1656
"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",3.9107717041800645,622
Groundhog Day (1993),3.910617130421265,6433
Trainspotting (1996),3.9094430485762146,4776
Die Hard (1988),3.9088263821532494,6186
Eat Drink Man Woman (Yin shi nan nu) (1994),3.908695652173913,1150
Papillon (1973),3.908669574700109,1834
Babette's Feast (Babettes gæstebud) (1987),3.9076923076923076,520
Her (2013),3.9066666666666667,675
In the Mood For Love (Fa yeung nin wa) (2000),3.904993909866017,821
Big Night (1996),3.9048467569493943,1403
Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),3.904517453798768,974
Star Wars: Episode VI - Return of the Jedi (1983),3.9044909258689633,6502
"Insider, The (1999)",3.9036666666666666,3000
Gran Torino (2008),3.902352297592998,1828
Slumdog Millionaire (2008),3.901723334885887,2147
"Day of the Jackal, The (1973)",3.899503722084367,806
All Quiet on the Western Front (1930),3.8992914979757085,988
Little Big Man (1970),3.8984635938543755,1497
Three Colors: Blue (Trois couleurs: Bleu) (1993),3.8982479784366575,1484
Terminator 2: Judgment Day (1991),3.897463824490431,6427
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",3.8972227297642976,5473
"Magnificent Seven, The (1960)",3.8971934106162296,1639
Days of Heaven (1978),3.8971684053651265,671
My Life as a Dog (Mitt liv som hund) (1985),3.8970588235294117,1054
In Cold Blood (1967),3.895874263261297,509
"Adventures of Robin Hood, The (1938)",3.8956862745098038,1275
"Producers, The (1968)",3.894188861985472,2065
Hope and Glory (1987),3.8936507936507936,630
Love and Death (1975),3.8933649289099526,844
Bonnie and Clyde (1967),3.892703862660944,2563
Talk to Her (Hable con Ella) (2002),3.8912704598597037,1283
"Player, The (1992)",3.891188524590164,2440
Cat on a Hot Tin Roof (1958),3.8905405405405404,1110
"Station Agent, The (2003)",3.890193370165746,1448
"French Connection, The (1971)",3.890011017260375,2723
In America (2002),3.8898071625344355,1089
"Day the Earth Stood Still, The (1951)",3.8890403489640133,1834
Three Days of the Condor (3 Days of the Condor) (1975),3.888499298737728,1426
All About My Mother (Todo sobre mi madre) (1999),3.886613021214338,1367
House of Games (1987),3.8865461847389557,996
Sleuth (1972),3.8852112676056336,710
Delicatessen (1991),3.8850108225108224,1848
Monty Python's And Now for Something Completely Different (1971),3.884992264053636,1939
"Wings of Desire (Himmel über Berlin, Der) (1987)",3.8849171752397558,1147
Persepolis (2007),3.884259259259259,756
Once Upon a Time in America (1984),3.884189031505251,1714
There Will Be Blood (2007),3.883618455158113,1929
Never Cry Wolf (1983),3.8829457364341087,645
"Dolce Vita, La (1960)",3.8819095477386933,597
Wait Until Dark (1967),3.8806089743589745,624
Braveheart (1995),3.8799611210108536,6173
Argo (2012),3.8789308176100628,954
Fitzcarraldo (1982),3.8780276816608996,578
East of Eden (1955),3.875451263537906,831
"Visitor, The (2007)",3.875,512
Baraka (1992),3.875,520
Serpico (1973),3.874858437146093,1766
Frankenstein (1931),3.8743055555555554,1440
2001: A Space Odyssey (1968),3.874227961819203,5343
Paper Moon (1973),3.873931623931624,702
Office Space (1999),3.873897522049559,4762
Platoon (1986),3.8737723214285715,4480
Fanny and Alexander (Fanny och Alexander) (1982),3.8729619565217392,736
M*A*S*H (a.k.a. MASH) (1970),3.8725644248900064,3182
"Avengers, The (2012)",3.8716114457831323,1328
Before Sunset (2004),3.8711678832116787,1370
To Be or Not to Be (1942),3.8704974271012005,583
"Caine Mutiny, The (1954)",3.8701298701298703,539
"Terminator, The (1984)",3.8696608040201004,6368
"Hate (Haine, La) (1995)",3.868839427662957,629
"Outlaw Josey Wales, The (1976)",3.868577810871184,1343
"Sea Inside, The (Mar adentro) (2004)",3.8679245283018866,583
Spartacus (1960),3.8665876777251187,2110
Snatch (2000),3.8662285848392397,4261
"Wrestler, The (2008)",3.866215344938749,1551
Jules and Jim (Jules et Jim) (1961),3.8644662921348316,712
Battleship Potemkin (1925),3.863689776733255,851
Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),3.8626373626373627,637
Rio Bravo (1959),3.862533692722372,742
Moonrise Kingdom (2012),3.861985472154964,826
Star Trek (2009),3.8616774791473585,2158
"City of Lost Children, The (Cité des enfants perdus, La) (1995)",3.861344537815126,2023
Hannah and Her Sisters (1986),3.8612637362637363,1092
Monty Python Live at the Hollywood Bowl (1982),3.8608305274971944,891
Rope (1948),3.8604410751206064,1451
Million Dollar Baby (2004),3.8596904441453566,2972
Sabrina (1954),3.8584316446911866,1441
Jaws (1975),3.857003546099291,5640
Gravity (2013),3.856926188068756,989
Once (2006),3.85655253837072,847
Ferris Bueller's Day Off (1986),3.8560510699514476,5561
Chungking Express (Chung Hing sam lam) (1994),3.8558441558441556,770
Walkabout (1971),3.855679702048417,537
Finding Nemo (2003),3.855409081397782,4779
Little Miss Sunshine (2006),3.8553342336259284,2962
"Fistful of Dollars, A (Per un pugno di dollari) (1964)",3.8550084175084174,2376
Howl's Moving Castle (Hauru no ugoku shiro) (2004),3.8549060542797493,1437
"Green Mile, The (1999)",3.8548750512085213,4882
Kiki's Delivery Service (Majo no takkyûbin) (1989),3.8547979797979797,792
"War Room, The (1993)",3.8542914171656686,501
Toy Story (1995),3.8536085723290263,6346
"Bill Cosby, Himself (1983)",3.853219696969697,528
True Grit (2010),3.8530050687907313,1381
"Big Lebowski, The (1998)",3.8523464326592904,5242
"Asphalt Jungle, The (1950)",3.8505535055350553,542
Infernal Affairs (Mou gaan dou) (2002),3.850378787878788,792
"Celluloid Closet, The (1995)",3.849906191369606,533
"Room with a View, A (1986)",3.849691358024691,1620
Local Hero (1983),3.849686847599165,958
Kill Bill: Vol. 1 (2003),3.8496319663512093,4755
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",3.8478104809763103,1393
Down by Law (1986),3.847801578354002,887
"Social Network, The (2010)",3.847732843137255,1632
Marty (1955),3.847444089456869,626
"Last Emperor, The (1987)",3.846856414613424,2354
"Dark Knight Rises, The (2012)",3.8466810966810967,1386
"Unforgiven, The (1960)",3.846601941747573,515
From Here to Eternity (1953),3.846324180690877,1129
Nashville (1975),3.845744680851064,940
Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),3.845439189189189,592
Diva (1981),3.8452702702702704,740
"Last Detail, The (1973)",3.8444272445820435,646
Forrest Gump (1994),3.8441840277777777,6912
"Lock, Stock & Two Smoking Barrels (1998)",3.843788589775253,4049
"O Brother, Where Art Thou? (2000)",3.843619350985467,5023
Do the Right Thing (1989),3.843532986111111,2304
In Bruges (2008),3.843270365997639,1694
Glengarry Glen Ross (1992),3.842139454309225,2309
Gallipoli (1981),3.840308370044053,908
Kolya (Kolja) (1996),3.840032154340836,622
"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",3.838862559241706,1055
Guardians of the Galaxy (2014),3.8380681818181817,704
"Untouchables, The (1987)",3.8376609207942396,4583
Persuasion (1995),3.8371335504885993,614
"Odd Couple, The (1968)",3.836441893830703,1394
Five Easy Pieces (1970),3.836381135707411,1039
Black Swan (2010),3.8363750786658275,1589
American Movie (1999),3.83637339055794,932
"King of Kong, The (2007)",3.8361344537815127,714
Hard-Boiled (Lat sau san taam) (1992),3.835740072202166,1108
Children of Men (2006),3.8353304284676835,2754
Sin City (2005),3.834466527196653,3824
Stagecoach (1939),3.8339694656488548,524
How to Train Your Dragon (2010),3.833608587943848,1211
Shaun of the Dead (2004),3.8333333333333335,3363
"Girl with the Dragon Tattoo, The (2011)",3.8327566320645907,867
My Fair Lady (1964),3.8325819672131147,2440
"World's Fastest Indian, The (2005)",3.832012678288431,631
"Iron Giant, The (1999)",3.8319688109161794,2565
Dangerous Liaisons (1988),3.831255028157683,2486
Man on Wire (2008),3.8301127214170694,621
Moneyball (2011),3.8297872340425534,940
Into the Wild (2007),3.8295994568906995,1473
"Monsters, Inc. (2001)",3.8287869394503,4839
Lifeboat (1944),3.828740157480315,762
"Red Violin, The (Violon rouge, Le) (1998)",3.8282674772036476,1645
Once Were Warriors (1994),3.827482447342026,997
"Winged Migration (Peuple migrateur, Le) (2001)",3.8273809523809526,672
Whale Rider (2002),3.8272789581905413,1459
Open Your Eyes (Abre los ojos) (1997),3.826867119301649,1031
Milk (2008),3.8266666666666667,1050
My Left Foot (1989),3.826554328878559,1721
Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),3.825,920
Suspicion (1941),3.8245738636363638,704
Magnolia (1999),3.824552019256486,3739
Raising Arizona (1987),3.824530516431925,4260
"Corporation, The (2003)",3.8241430700447094,671
"Lost Weekend, The (1945)",3.8240072202166067,554
Serenity (2005),3.8235046335299074,2374
Kill Bill: Vol. 2 (2004),3.8233240223463687,4296
"Play It Again, Sam (1972)",3.822992700729927,548
Rabbit-Proof Fence (2002),3.822628458498024,1012
Mutiny on the Bounty (1935),3.822341857335128,743
Waiting for Guffman (1996),3.821410321921308,1957
October Sky (1999),3.8197007481296756,2005
Nine Queens (Nueve reinas) (2000),3.819055944055944,572
Rain Man (1988),3.818450250536865,5588
Hero (Ying xiong) (2002),3.8184313725490195,2550
Almost Famous (2000),3.817953203586267,4573
How the Grinch Stole Christmas! (1966),3.8171701112877585,629
"Femme Nikita, La (Nikita) (1990)",3.817068645640074,2695
"Fish Called Wanda, A (1988)",3.8160779537149816,4926
"Longest Day, The (1962)",3.8160237388724036,1011
Enron: The Smartest Guys in the Room (2005),3.815165876777251,633
"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)",3.814589665653495,658
"Dirty Dozen, The (1967)",3.8143358176238493,2281
Iron Man (2008),3.8130807719799855,2798
Ratatouille (2007),3.8129848917925684,2449
"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)",3.8129602356406482,679
District 9 (2009),3.812956204379562,2192
Stalker (1979),3.8119429590017826,561
"Bourne Identity, The (1988)",3.8112927191679047,673
Juno (2007),3.810841546626232,2638
Elizabeth (1998),3.8106293169608594,2606
Searching for Bobby Fischer (1993),3.80995670995671,2310
Woodstock (1970),3.809941520467836,513
Mystic River (2003),3.8094637223974765,3170
In the Name of the Father (1993),3.8094504365690804,1947
Before Sunrise (1995),3.8086138049058755,1753
Say Anything... (1989),3.8085766423357663,2740
Body Heat (1981),3.8085513720485005,1567
Ordinary People (1980),3.8083907326236695,1597
Fiddler on the Roof (1971),3.8082901554404147,1158
"Quiet Man, The (1952)",3.808219178082192,803
"Barbarian Invasions, The (Les invasions barbares) (2003)",3.8076256499133447,577
"Bourne Ultimatum, The (2007)",3.807618314736437,2599
"Hard Day's Night, A (1964)",3.807395498392283,1555
Scarface (1983),3.806603773584906,3392
Blue Velvet (1986),3.806462358427715,3002
Mystery Train (1989),3.806312769010043,697
Sophie's Choice (1982),3.8062240663900413,1205
Drive (2011),3.8056288478452065,1137
Reversal of Fortune (1990),3.8051075268817205,744
Traffic (2000),3.8043232231779087,4418
Silver Linings Playbook (2012),3.804038004750594,842
One False Move (1992),3.803960396039604,505
McCabe & Mrs. Miller (1971),3.8034682080924855,692
Blazing Saddles (1974),3.8031276179838036,3581
"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",3.802852962692026,1367
Doctor Zhivago (1965),3.8027322404371584,1830
Peeping Tom (1960),3.801989150090416,553
Take the Money and Run (1969),3.8012752391073326,941
Richard III (1995),3.8012387387387387,888
Lost in Translation (2003),3.800625579240037,4316
Marathon Man (1976),3.8001230012300122,1626
Deliverance (1972),3.798260287721646,2989
Letters from Iwo Jima (2006),3.797832233741753,1061
Following (1998),3.79745889387145,669
"Long Goodbye, The (1973)",3.797153024911032,562
Edge of Tomorrow (2014),3.7964669738863286,651
Rebel Without a Cause (1955),3.7964357429718874,1992
"Man Without a Past, The (Mies vailla menneisyyttä) (2002)",3.7963963963963963,555
"Magdalene Sisters, The (2002)",3.7962264150943397,530
"Last King of Scotland, The (2006)",3.7953795379537953,1515
Cinderella Man (2005),3.7939102564102565,1560
Everest (1998),3.7936241610738257,596
Kiss Kiss Bang Bang (2005),3.7934392619169657,1951
V for Vendetta (2006),3.7927224513847966,3394
My Life in Pink (Ma vie en rose) (1997),3.7926186291739894,569
"Verdict, The (1982)",3.7920393559928445,1118
Tender Mercies (1983),3.792,625
Atlantic City (1980),3.791617473435655,847
Three Colors: White (Trzy kolory: Bialy) (1994),3.791565287915653,1233
Roger & Me (1989),3.791319596668128,2281
"Spanish Prisoner, The (1997)",3.7910144927536233,1725
"Artist, The (2011)",3.7902960526315788,608
"Fall, The (2006)",3.790190735694823,734
"King of Comedy, The (1983)",3.78994708994709,945
"Good Night, and Good Luck. (2005)",3.789609644087256,1742
Cabaret (1972),3.788431061806656,1262
"Man Who Knew Too Much, The (1956)",3.7870689655172414,1160
Spellbound (1945),3.786772486772487,945
Stranger than Fiction (2006),3.7866636113657197,2182
Blow-Up (Blowup) (1966),3.786314525810324,833
Adaptation (2002),3.786168280871671,3304
Ben-Hur (1959),3.785823754789272,2610
Heat (1995),3.785798816568047,4225
Mean Streets (1973),3.7851985559566788,831
Diner (1982),3.7849013657056148,1318
"Fugitive, The (1993)",3.7845115038346115,5998
Casino Royale (2006),3.784073024866226,3177
"Ladykillers, The (1955)",3.784033613445378,595
Dead Man Walking (1995),3.7829821717990275,3085
"Remains of the Day, The (1993)",3.7822536744692434,1837
Rosencrantz and Guildenstern Are Dead (1990),3.78212927756654,1315
Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),3.7818361303060217,1013
Drugstore Cowboy (1989),3.781708945260347,1498
Midnight Express (1978),3.7810871183916603,1343
Lantana (2001),3.7801047120418847,764
"Ghost and Mrs. Muir, The (1947)",3.7800925925925926,648
"Beautiful Mind, A (2001)",3.7800453514739227,4851
And Your Mother Too (Y tu mamá también) (2001),3.7800324675324677,1848
Rushmore (1998),3.779154322650148,3713
Dead Man (1995),3.77850697292863,1219
