title,rating,rating_count
Pretty Woman (1990),3.182637483906566,5437
L.A. Confidential (1997),4.062997224791859,5405
"Princess Bride, The (1987)",4.095039792707755,5403
2001: A Space Odyssey (1968),3.874227961819203,5343
"Wizard of Oz, The (1939)",3.931328461682593,5337
Ocean's Eleven (2001),3.6664153788164344,5306
"Clockwork Orange, A (1971)",3.9625612976235383,5302
Minority Report (2002),3.616619452313503,5295
Face/Off (1997),3.19413988657845,5290
Ace Ventura: Pet Detective (1994),2.926423302439947,5287
Top Gun (1986),3.254264594389689,5276
"Rock, The (1996)",3.4015583428354237,5262
One Flew Over the Cuckoo's Nest (1975),4.218631178707224,5260
Dances with Wolves (1990),3.62319391634981,5260
Aladdin (1992),3.5795042897998095,5245
"Big Lebowski, The (1998)",3.8523464326592904,5242
Back to the Future Part III (1990),3.1491866028708135,5225
Jerry Maguire (1996),3.470847717683161,5214
"Breakfast Club, The (1985)",3.745437079731028,5205
As Good as It Gets (1997),3.7056218713900653,5194
Twister (1996),2.8812921890067504,5185
Armageddon (1998),2.804880401234568,5184
Lethal Weapon (1987),3.599729416312331,5174
Goodfellas (1990),4.175562888198757,5152
Pirates of the Caribbean: The Curse of the Black Pearl (2003),3.7663687585000973,5147
American Pie (1999),3.1928543613707165,5136
Full Metal Jacket (1987),3.995116233639383,5119
Contact (1997),3.527995301487862,5108
"Lord of the Rings: The Return of the King, The (2003)",4.133418167580266,5108
Dead Poets Society (1989),3.7638561320754715,5088
Apocalypse Now (1979),4.082088084939048,5086
Airplane! (1980),3.7380295566502464,5075
"O Brother, Where Art Thou? (2000)",3.843619350985467,5023
Dumb & Dumber (Dumb and Dumber) (1994),2.9851652727996814,5022
Ghost (1990),3.176135227045409,4999
Willy Wonka & the Chocolate Factory (1971),3.709344295167435,4987
Mars Attacks! (1996),2.9044354838709676,4960
Cast Away (2000),3.5253177324994955,4957
Stand by Me (1986),3.9130390767361813,4939
"Mummy, The (1999)",3.128342787682334,4936
"Fish Called Wanda, A (1988)",3.8160779537149816,4926
Batman Forever (1995),2.5535823637477035,4899
"Hunt for Red October, The (1990)",3.7389081987323656,4891
"Green Mile, The (1999)",3.8548750512085213,4882
Babe (1995),3.442654903569963,4874
"Bourne Identity, The (2002)",3.757392197125257,4870
Die Hard: With a Vengeance (1995),3.3741007194244603,4865
"Godfather: Part II, The (1974)",4.288552604488367,4857
"Beautiful Mind, A (2001)",3.7800453514739227,4851
"Blues Brothers, The (1980)",3.6818181818181817,4851
When Harry Met Sally... (1989),3.734255626677679,4843
Shakespeare in Love (1998),3.695890128046262,4842
Toy Story 2 (1999),3.774540194255011,4839
"Monsters, Inc. (2001)",3.8287869394503,4839
"Honey, I Shrunk the Kids (1989)",2.7566170388751035,4836
Gattaca (1997),3.711166562694947,4809
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),4.066597294484912,4805
Psycho (1960),4.078415015641293,4795
Meet the Parents (2000),3.2993936859711477,4783
RoboCop (1987),3.3440376569037658,4780
Die Hard 2 (1990),3.303870292887029,4780
Finding Nemo (2003),3.855409081397782,4779
Trainspotting (1996),3.9094430485762146,4776
Office Space (1999),3.873897522049559,4762
Kill Bill: Vol. 1 (2003),3.8496319663512093,4755
Beauty and the Beast (1991),3.554700674536256,4744
Rocky (1976),3.7161705720920413,4737
"Bug's Life, A (1998)",3.5187882626134686,4737
Star Wars: Episode II - Attack of the Clones (2002),2.9986255022203427,4729
Sleepless in Seattle (1993),3.2289462547608974,4726
Batman Returns (1992),3.116946629810759,4703
Wayne's World (1992),3.4106002554278416,4698
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),3.4897785349233392,4696
Liar Liar (1997),3.1040196707291,4677
Dogma (1999),3.5241970021413276,4670
Monty Python's Life of Brian (1979),3.9263067694944302,4668
Taxi Driver (1976),4.054959209961357,4658
Starship Troopers (1997),3.1692786603692573,4658
High Fidelity (2000),3.7725026852846404,4655
Unbreakable (2000),3.4801203524607778,4653
"Blair Witch Project, The (1999)",2.9262048192771086,4648
Jumanji (1995),2.952457956015524,4638
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.204143288735434,4634
Con Air (1997),3.036477444420462,4633
Catch Me If You Can (2002),3.7590153314618875,4631
Superman (1978),3.4214902807775376,4630
Clerks (1994),3.757306776358519,4619
Clueless (1995),3.314682281500759,4611
Scream (1996),3.2582860880942,4586
"Untouchables, The (1987)",3.8376609207942396,4583
"Matrix Reloaded, The (2003)",3.1771447282252785,4581
Casablanca (1942),4.242182374808659,4573
Almost Famous (2000),3.817953203586267,4573
American History X (1998),4.048884514435696,4572
Predator (1987),3.534377052769871,4567
Waterworld (1995),2.5879700901693425,4547
Interview with the Vampire: The Vampire Chronicles (1994),3.4666298342541437,4525
"Lost World: Jurassic Park, The (1997)",2.832043343653251,4522
"Abyss, The (1989)",3.5832962633451957,4496
Amadeus (1984),4.037107198573657,4487
Platoon (1986),3.8737723214285715,4480
Mission: Impossible II (2000),2.8205902079141514,4473
Stargate (1994),3.2451772095109916,4458
Close Encounters of the Third Kind (1977),3.7641764176417642,4444
"Few Good Men, A (1992)",3.695476029709656,4443
Crocodile Dundee (1986),3.1006310570205096,4437
Sleepy Hollow (1999),3.491770011273957,4435
GoldenEye (1995),3.2887260428410374,4435
Air Force One (1997),3.096639603067208,4434
Charlie's Angels (2000),2.7146886281588447,4432
"South Park: Bigger, Longer and Uncut (1999)",3.606012658227848,4424
Traffic (2000),3.8043232231779087,4418
Four Weddings and a Funeral (1994),3.5203758206927778,4417
Erin Brockovich (2000),3.4910552536231885,4416
Chicken Run (2000),3.527961652590733,4381
Gremlins (1984),3.272488584474886,4380
Grease (1978),3.2143183375199817,4379
Eternal Sunshine of the Spotless Mind (2004),4.078487703976098,4351
Lost in Translation (2003),3.800625579240037,4316
"Game, The (1997)",3.7281575898030126,4315
"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4.149453361246802,4299
Pleasantville (1998),3.584477542471492,4297
Kill Bill: Vol. 2 (2004),3.8233240223463687,4296
Spaceballs (1987),3.257918025151374,4294
Spider-Man 2 (2004),3.5787328208711857,4293
"Good Morning, Vietnam (1987)",3.5564234087199815,4289
X2: X-Men United (2003),3.6312966417910446,4288
"Full Monty, The (1997)",3.5947651320401963,4279
"Nightmare Before Christmas, The (1993)",3.7515782090250176,4277
"Exorcist, The (1973)",3.747953216374269,4275
Snatch (2000),3.8662285848392397,4261
Raising Arizona (1987),3.824530516431925,4260
"Incredibles, The (2004)",3.914201877934272,4260
Boogie Nights (1997),3.7050317422995533,4253
Donnie Darko (2001),3.924686687160085,4229
Heat (1995),3.785798816568047,4225
"Nutty Professor, The (1996)",2.6295023696682462,4220
Citizen Kane (1941),4.128686964795433,4204
Batman Begins (2005),3.9243436754176613,4190
"Graduate, The (1967)",3.977937649880096,4170
Three Kings (1999),3.6195965417867435,4164
Lethal Weapon 2 (1989),3.251561749159058,4162
Get Shorty (1995),3.461510704835218,4157
Unforgiven (1992),3.986405197305101,4156
Galaxy Quest (1999),3.554910498306725,4134
Enemy of the State (1998),3.436607790950883,4133
"Royal Tenenbaums, The (2001)",3.6504478334543693,4131
Natural Born Killers (1994),3.2481822588463403,4126
Harry Potter and the Chamber of Secrets (2002),3.4466114090687467,4102
"Wedding Singer, The (1998)",3.310053816046967,4088
A.I. Artificial Intelligence (2001),3.1642577168054875,4082
"Devil's Advocate, The (1997)",3.319631901840491,4075
Grosse Pointe Blank (1997),3.711637613552664,4073
Run Lola Run (Lola rennt) (1998),3.950467059980334,4068
Signs (2002),3.243662318483879,4063
Eyes Wide Shut (1999),3.205033308660252,4053
"Lock, Stock & Two Smoking Barrels (1998)",3.843788589775253,4049
"Little Mermaid, The (1989)",3.424455984174085,4044
Rear Window (1954),4.242390497401633,4041
Thelma & Louise (1991),3.511086198305929,4014
This Is Spinal Tap (1984),3.967233616808404,3998
Romancing the Stone (1984),3.4323477825106488,3991
Planet of the Apes (1968),3.6526765518974615,3979
"Talented Mr. Ripley, The (1999)",3.4733787534695937,3963
Jackie Brown (1997),3.6363060552318216,3947
My Cousin Vinny (1992),3.5320577800304105,3946
Blade (1998),3.245366844376745,3939
Outbreak (1995),3.097381133994406,3933
Ace Ventura: When Nature Calls (1995),2.4447133757961783,3925
Beverly Hills Cop (1984),3.5177205507394187,3922
Casino (1995),3.769555214723926,3912
Chasing Amy (1997),3.5878361075544176,3905
From Dusk Till Dawn (1996),3.2009477459016393,3904
Mary Poppins (1964),3.642930459327688,3897
Happy Gilmore (1996),3.2542372881355934,3894
"Rocky Horror Picture Show, The (1975)",3.2542503863987635,3882
Alien³ (a.k.a. Alien 3) (1992),3.028014459075652,3873
Moulin Rouge (2001),3.470984455958549,3860
"Crow, The (1994)",3.4397512308888314,3859
Shrek 2 (2004),3.5160746694322014,3857
Demolition Man (1993),2.868455326908049,3839
It's a Wonderful Life (1946),4.0246800731261425,3829
"Firm, The (1993)",3.312042842215256,3828
Sin City (2005),3.834466527196653,3824
Philadelphia (1993),3.6373267067747843,3823
"Mask of Zorro, The (1998)",3.227569971226785,3823
Snow White and the Seven Dwarfs (1937),3.580649384655669,3819
Young Frankenstein (1974),3.9439643885833986,3819
Bridget Jones's Diary (2001),3.344669117647059,3808
Splash (1984),3.2234238987074653,3791
"Patriot, The (2000)",3.258720930232558,3784
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),2.767734250926416,3778
Star Trek II: The Wrath of Khan (1982),3.631892895015907,3772
"Bourne Supremacy, The (2004)",3.6658711217183773,3771
"Matrix Revolutions, The (2003)",2.9663040594322103,3769
Big Fish (2003),3.7341469885911382,3769
"Net, The (1995)",2.664494680851064,3760
Bowling for Columbine (2002),3.7692410119840214,3755
Batman & Robin (1997),2.053304904051173,3752
Magnolia (1999),3.824552019256486,3739
Notting Hill (1999),3.309205244848809,3737
You've Got Mail (1998),2.9297587131367293,3730
Field of Dreams (1989),3.6283185840707963,3729
Goldfinger (1964),3.704319828280118,3727
"Sound of Music, The (1965)",3.6451786193929627,3723
Cliffhanger (1993),2.7541644277270283,3722
Maverick (1994),3.259274193548387,3720
Arachnophobia (1990),2.828494623655914,3720
Rushmore (1998),3.779154322650148,3713
Clear and Present Danger (1994),3.418933476972798,3713
"Goonies, The (1985)",3.526528413681659,3713
Basic Instinct (1992),3.2264125439307922,3699
"Cable Guy, The (1996)",2.668469442942131,3698
Broken Arrow (1996),2.747159090909091,3696
Tomorrow Never Dies (1997),3.104455311056778,3681
Chinatown (1974),4.162452419793366,3678
Life Is Beautiful (La Vita è bella) (1997),4.013881328252586,3674
Vertigo (1958),4.08927599346761,3674
"League of Their Own, A (1992)",3.4296043656207367,3665
Star Wars: Episode III - Revenge of the Sith (2005),3.372918372918373,3663
Ice Age (2002),3.455005470459519,3656
Wild Wild West (1999),2.1431892778993435,3656
"Karate Kid, The (1984)",3.2838170865279297,3652
"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",4.110973936899863,3645
Dark City (1998),3.7668863261943986,3642
Rush Hour (1998),3.2251992305578456,3639
North by Northwest (1959),4.201402254605444,3637
Ghostbusters II (1989),2.9103163686382394,3635
"Fly, The (1986)",3.4176988714560967,3633
Antz (1998),3.2842003853564545,3633
Star Trek: First Contact (1996),3.4512799339388933,3633
Brazil (1985),3.936604189636163,3628
Animal House (1978),3.7570364238410594,3624
Hook (1991),3.0253933204526637,3623
28 Days Later (2002),3.6629834254143647,3620
"Birdcage, The (1996)",3.2760199833472106,3603
Dirty Dancing (1987),3.001526505689703,3603
Planet of the Apes (2001),2.6519444444444447,3600
What's Eating Gilbert Grape (1993),3.7093411175979982,3597
"Birds, The (1963)",3.724416017797553,3596
Dracula (Bram Stoker's Dracula) (1992),3.3837047353760448,3590
Ed Wood (1994),3.7163555307885203,3589
Deep Impact (1998),2.891164994425864,3588
Blazing Saddles (1974),3.8031276179838036,3581
Butch Cassidy and the Sundance Kid (1969),4.010632344711808,3574
"Others, The (2001)",3.655838700644077,3571
In the Line of Fire (1993),3.603530400672457,3569
Ransom (1996),3.1987951807228914,3569
Requiem for a Dream (2000),3.947405329593268,3565
"NeverEnding Story, The (1984)",3.4157776530039303,3562
"Last of the Mohicans, The (1992)",3.6367473269555433,3554
Bruce Almighty (2003),3.0864162665913586,3541
Harry Potter and the Prisoner of Azkaban (2004),3.6563559322033896,3540
Election (1999),3.737960339943343,3530
Dave (1993),3.4608038768529075,3508
Misery (1990),3.6906731317741017,3506
Black Hawk Down (2001),3.5977454337899544,3504
Leaving Las Vegas (1995),3.637350085665334,3502
Alien: Resurrection (1997),2.9166904829951417,3499
School of Rock (2003),3.4007437070938216,3496
Fantasia (1940),3.714797820476054,3487
Wag the Dog (1997),3.4745762711864407,3481
Sneakers (1992),3.5553319919517103,3479
Analyze This (1999),3.1296349525725784,3479
"Sting, The (1973)",4.11123886174188,3479
Cocoon (1985),3.2705696202531644,3476
Highlander (1986),3.521013241220495,3474
Last Action Hero (1993),2.5836458032881455,3467
"English Patient, The (1996)",3.3977764943690443,3463
To Kill a Mockingbird (1962),4.151142609198727,3457
Gone with the Wind (1939),3.749130938586327,3452
"Addams Family, The (1991)",3.1666183294663575,3448
True Romance (1993),3.7375290023201857,3448
Robin Hood: Men in Tights (1993),2.8958029728942,3431
"Ring, The (2002)",3.400029146021568,3431
Poltergeist (1982),3.5235448961684703,3419
Witness (1985),3.7668325526932085,3416
Annie Hall (1977),3.9939900322486075,3411
Trading Places (1983),3.6677428823011446,3407
Bill & Ted's Excellent Adventure (1989),3.3474302496328927,3405
"Christmas Story, A (1983)",3.9440035273368608,3402
"Perfect Storm, The (2000)",2.9920541494997055,3398
V for Vendetta (2006),3.7927224513847966,3394
Austin Powers in Goldmember (2002),2.8723466981132075,3392
Scarface (1983),3.806603773584906,3392
Legally Blonde (2001),3.0531757754800593,3385
American Psycho (2000),3.4465660153937243,3378
My Big Fat Greek Wedding (2002),3.3109991105840497,3373
Mad Max (1979),3.481305637982196,3370
Miss Congeniality (2000),2.8565914489311166,3368
Shaun of the Dead (2004),3.8333333333333335,3363
Conspiracy Theory (1997),3.187574493444577,3356
"X-Files: Fight the Future, The (1998)",3.2152653548002386,3354
Ronin (1998),3.4994033412887826,3352
Donnie Brasco (1997),3.752017937219731,3345
Tron (1982),3.207772795216741,3345
"Italian Job, The (2003)",3.4069976076555024,3344
Sling Blade (1996),3.955675351901767,3339
Star Trek: Generations (1994),3.074436090225564,3325
Quiz Show (1994),3.661397169527251,3321
Lethal Weapon 3 (1992),3.0491407898703646,3317
Gone in 60 Seconds (2000),2.866365007541478,3315
Willow (1988),3.3824328403259885,3313
Army of Darkness (1993),3.6228467815049865,3309
Scary Movie (2000),2.662129461584997,3306
Adaptation (2002),3.786168280871671,3304
Mulholland Drive (2001),3.7216666666666667,3300
Vanilla Sky (2001),3.262100456621005,3285
Road to Perdition (2002),3.6381679389312978,3275
What Women Want (2000),2.9848716381418092,3272
Caddyshack (1980),3.5852950168144297,3271
Training Day (2001),3.593577981651376,3270
"Thomas Crown Affair, The (1999)",3.3530312308634413,3266
Terminator 3: Rise of the Machines (2003),3.0424456022065582,3263
"I, Robot (2004)",3.296500920810313,3258
Zoolander (2001),3.103448275862069,3248
Desperado (1995),3.373804381363777,3241
"Last Samurai, The (2003)",3.5754337050805454,3228
Crimson Tide (1995),3.500774713356058,3227
"Deer Hunter, The (1978)",3.9345939243645383,3226
Judge Dredd (1995),2.25318421870146,3219
"Crying Game, The (1992)",3.582501559575795,3206
"Godfather: Part III, The (1990)",3.293447737909516,3205
Gangs of New York (2002),3.4506558400999374,3202
"American President, The (1995)",3.4285490441867754,3191
Hot Shots! Part Deux (1993),2.787397862979258,3182
M*A*S*H (a.k.a. MASH) (1970),3.8725644248900064,3182
Eraser (1996),2.755740798993394,3179
Panic Room (2002),3.228530984586348,3179
Casino Royale (2006),3.784073024866226,3177
Mystic River (2003),3.8094637223974765,3170
Glory (1989),3.932155254023351,3169
"Negotiator, The (1998)",3.4347138792285805,3163
Chocolat (2000),3.5981973434535104,3162
Star Trek IV: The Voyage Home (1986),3.4175632911392406,3160
Cape Fear (1991),3.4977834072197593,3158
Little Shop of Horrors (1986),3.237017099430019,3158
"Departed, The (2006)",4.015709298635354,3151
"Dark Knight, The (2008)",4.143425660617638,3141
Lady and the Tramp (1955),3.5522625876354366,3138
Patriot Games (1992),3.443895441504622,3137
Best in Show (2000),3.7701021059349076,3134
While You Were Sleeping (1995),3.1437918927545483,3133
"World Is Not Enough, The (1999)",3.04102809706258,3132
"Road Warrior, The (Mad Max 2) (1981)",3.6340371081254,3126
"Mummy Returns, The (2001)",2.8144644002565746,3118
Superman II (1980),3.1008038585209,3110
My Best Friend's Wedding (1997),3.0982947232947233,3108
Carrie (1976),3.4689822294022616,3095
Dead Man Walking (1995),3.7829821717990275,3085
Lethal Weapon 4 (1998),2.921966255678131,3082
Collateral (2004),3.6468009093861644,3079
Species (1995),2.642717497556207,3069
Heathers (1989),3.7479621780241277,3067
Sister Act (1992),2.854180274330503,3062
Addams Family Values (1993),2.8707093821510297,3059
"Naked Gun: From the Files of Police Squad!, The (1988)",3.5201111837802483,3058
About a Boy (2002),3.6656301145662846,3055
Pi (1998),3.6528005240746806,3053
Fahrenheit 9/11 (2004),3.555737704918033,3050
Pearl Harbor (2001),2.560983606557377,3050
"Bridge on the River Kwai, The (1957)",4.083169291338582,3048
William Shakespeare's Romeo + Juliet (1996),3.405551905387648,3044
Robin Hood: Prince of Thieves (1991),3.1424113009198424,3044
"Me, Myself & Irene (2000)",2.866820124958895,3041
Home Alone 2: Lost in New York (1992),2.373847167325428,3036
Dune (1984),3.1784184514003293,3035
12 Angry Men (1957),4.207755775577557,3030
JFK (1991),3.6709048877146633,3028
Naked Gun 33 1/3: The Final Insult (1994),2.7295190713101163,3015
Tootsie (1982),3.65449717889147,3013
Lara Croft: Tomb Raider (2001),2.6768515443374294,3011
Scent of a Woman (1992),3.5978405315614617,3010
Blue Velvet (1986),3.806462358427715,3002
American Pie 2 (2001),2.817060979673442,3001
"Insider, The (1999)",3.9036666666666666,3000
"40-Year-Old Virgin, The (2005)",3.52917639213071,2999
Raging Bull (1980),4.034678226075359,2999
Deliverance (1972),3.798260287721646,2989
Chicago (2002),3.493132328308208,2985
Hannibal (2001),2.9994973190348526,2984
"Fisher King, The (1991)",3.584956346541303,2978
Lawrence of Arabia (1962),4.145833333333333,2976
"Jungle Book, The (1967)",3.62,2975
"Cell, The (2000)",3.001849983181971,2973
Million Dollar Baby (2004),3.8596904441453566,2972
Fast Times at Ridgemont High (1982),3.6132996632996632,2970
10 Things I Hate About You (1999),3.284680134680135,2970
Little Miss Sunshine (2006),3.8553342336259284,2962
Risky Business (1983),3.447332883187036,2962
Godzilla (1998),2.268828098615333,2961
Pinocchio (1940),3.5243325447786416,2959
Escape from New York (1981),3.352284263959391,2955
City Slickers (1991),3.290650406504065,2952
Wallace & Gromit: The Wrong Trousers (1993),4.100847457627118,2950
Insomnia (2002),3.435270132517839,2943
Hollow Man (2000),2.4401970778117565,2943
Bad Boys (1995),3.0842963970088375,2942
Crash (2004),3.75365770670296,2939
Backdraft (1991),3.2575034106412004,2932
Sideways (2004),3.740102389078498,2930
Super Size Me (2004),3.6439808481532148,2924
"Santa Clause, The (1994)",2.868790681740322,2919
Tombstone (1993),3.6454046639231823,2916
"Great Escape, The (1963)",4.08256093374528,2913
"People vs. Larry Flynt, The (1996)",3.5221497252747254,2912
Monty Python's The Meaning of Life (1983),3.749828178694158,2910
Dragonheart (1996),2.9913793103448274,2900
Fear and Loathing in Las Vegas (1998),3.5436357364608484,2899
So I Married an Axe Murderer (1993),3.197032436162871,2898
Some Like It Hot (1959),4.0395236451501555,2897
Swingers (1996),3.7385970974429856,2894
Sixteen Candles (1984),3.5523496890117485,2894
Spirited Away (Sen to Chihiro no kamikakushi) (2001),4.101071181755356,2894
Labyrinth (1986),3.509861591695502,2890
"Boot, Das (Boat, The) (1981)",4.111457251644167,2889
Fatal Attraction (1987),3.349549861495845,2888
Star Trek III: The Search for Spock (1984),3.1469465648854964,2882
Pirates of the Caribbean: Dead Man's Chest (2006),3.2923905489923557,2878
Dumbo (1941),3.4836407935955447,2873
Lost in Space (1998),2.4513767863367026,2869
"Piano, The (1993)",3.555322862129145,2865
Cool Hand Luke (1967),4.062129144851658,2865
Garden State (2004),3.7293049249039467,2863
Star Trek: The Motion Picture (1979),2.9655594405594408,2860
Wild Things (1998),3.1725586279313966,2857
The Butterfly Effect (2004),3.497723292469352,2855
"Truth About Cats & Dogs, The (1996)",3.1830936513504033,2851
Master and Commander: The Far Side of the World (2003),3.617368421052632,2850
War of the Worlds (2005),3.121754385964912,2850
"Maltese Falcon, The (1941)",4.141979641979642,2849
Time Bandits (1981),3.546156546156546,2849
"Prestige, The (2006)",3.9188334504567814,2846
"Thing, The (1982)",3.7580077437522,2841
"Running Man, The (1987)",3.1069160197600563,2834
"Pianist, The (2002)",4.015746638358103,2826
"Hudsucker Proxy, The (1994)",3.637473460721868,2826
Big Daddy (1999),2.915929203539823,2825
Driving Miss Daisy (1989),3.65272856130404,2822
Charlie and the Chocolate Factory (2005),3.3095491657791976,2817
Bowfinger (1999),3.049448594806119,2811
Pitch Black (2000),3.344005691924582,2811
"Planes, Trains & Automobiles (1987)",3.544290288153682,2811
Phenomenon (1996),3.1055160142348757,2810
"Thin Red Line, The (1998)",3.406550373798505,2809
I Know What You Did Last Summer (1997),2.434294871794872,2808
Out of Sight (1998),3.6663105413105415,2808
"Gods Must Be Crazy, The (1980)",3.552001429592566,2798
Iron Man (2008),3.8130807719799855,2798
Falling Down (1993),3.515731140507687,2797
Shanghai Noon (2000),3.2605507868383405,2796
Bambi (1942),3.5258064516129033,2790
Harry Potter and the Goblet of Fire (2005),3.582317073170732,2788
Jurassic Park III (2001),2.5943667025475423,2787
Seven Samurai (Shichinin no samurai) (1954),4.280947255113024,2787
Blow (2001),3.5443765720445564,2783
Payback (1999),3.325907294286741,2783
Coneheads (1993),2.4280834232290545,2781
"Fast and the Furious, The (2001)",2.7060093558834115,2779
Police Academy (1984),2.8792418772563177,2770
Stripes (1981),3.5873417721518988,2765
Congo (1995),2.263471971066908,2765
Conan the Barbarian (1982),3.1821144098479364,2762
Mr. Holland's Opus (1995),3.367886915549112,2759
Dick Tracy (1990),2.709314969191736,2759
Dr. No (1962),3.6238198983297023,2754
"Pan's Labyrinth (Laberinto del fauno, El) (2006)",3.9640522875816995,2754
Children of Men (2006),3.8353304284676835,2754
Go (1999),3.6431686046511627,2752
Man on the Moon (1999),3.5065430752453652,2751
Love Actually (2003),3.6320480174608947,2749
Rosemary's Baby (1968),3.75783527696793,2744
Cruel Intentions (1999),3.1318861729295877,2741
Say Anything... (1989),3.8085766423357663,2740
Napoleon Dynamite (2004),3.330109489051095,2740
Hellboy (2004),3.287751371115174,2735
K-PAX (2001),3.333272327964861,2732
101 Dalmatians (One Hundred and One Dalmatians) (1961),3.413584767484438,2731
Mallrats (1995),3.421158782544921,2727
"Three Musketeers, The (1993)",3.046823356591994,2723
Johnny Mnemonic (1995),2.540213000367242,2723
"French Connection, The (1971)",3.890011017260375,2723
Mr. & Mrs. Smith (2005),3.1343531146332473,2713
American Graffiti (1973),3.7415129151291513,2710
No Country for Old Men (2007),3.996121167343923,2707
Space Jam (1996),2.41198224852071,2704
Gandhi (1982),3.948186528497409,2702
Kingpin (1996),3.2065901517956314,2701
Scream 2 (1997),2.7274074074074073,2700
"Femme Nikita, La (Nikita) (1990)",3.817068645640074,2695
"Nightmare on Elm Street, A (1984)",3.312430426716141,2695
Mystery Men (1999),3.0211581291759466,2694
Star Trek VI: The Undiscovered Country (1991),3.2061011904761907,2688
"Saint, The (1997)",2.9371279761904763,2688
Enemy at the Gates (2001),3.579202385389489,2683
Wedding Crashers (2005),3.3762597984322507,2679
